Origin \ Destination,Busan,Cartagena,Colombo,Hamburg,Ho Chi Minh City,Jakarta,Jebel Ali,Kaohsiung,Laem Chabang,Los Angeles,New Jersey,Piraeus,Qingdao,Rotterdam,Shanghai,Shenzhen,Singapore,Tanger Med,Tianjin,Xiamen
Busan,-,264,"1,481","1,410",231,340,"2,425","6,980",255,"5,604","2,037","1,176","1,869","1,741","4,533","2,448","1,711",747,"1,119","1,350"
Cartagena,183,-,544,"1,036",103,129,532,117,93,429,"2,727",796,240,"1,487",799,663,478,"1,089",134,164
Colombo,"1,324",514,-,"1,814",598,779,"5,442",888,642,660,"1,614","1,570","1,028","2,687","3,518","3,515","2,994","1,508",325,"1,073"
Hamburg,652,903,"1,860",-,190,263,"2,984",472,195,582,"2,291","1,591",587,"2,891","2,248","2,275",990,"2,548",282,618
Ho Chi Minh City,232,121,737,399,-,671,"1,110",177,538,551,354,312,254,617,"1,210","1,174","1,817",298,132,256
Jakarta,334,177,"1,080",510,444,-,"1,540",223,466,770,504,644,286,851,"1,584","1,558","1,465",378,184,313
Jebel Ali,"1,187",351,"5,179","1,986",511,726,-,849,498,"1,114","1,044","1,667",830,"3,067","2,116","2,187","2,480","2,485",257,887
Kaohsiung,"2,463",153,474,629,175,205,669,-,183,"3,565",711,451,894,713,"1,680",793,586,335,805,395
Laem Chabang,249,129,735,401,226,751,"1,186",182,-,624,372,444,244,571,"1,210","1,192","1,811",291,167,248
Los Angeles,"2,719",571,810,542,249,310,"1,130","1,232",235,-,"2,261",506,"2,105",891,"4,337","2,475",903,352,854,"1,251"
New Jersey,693,"3,481","1,589","2,600",155,180,"1,125",525,136,"2,054",-,"1,482",647,"3,071","2,240","1,956",756,"1,101",246,589
Piraeus,569,730,"1,545","1,021",178,218,"2,302",391,154,452,"1,392",-,487,"2,344","1,896","1,698",879,"2,158",211,515
Qingdao,"1,125",249,"1,015",833,201,301,"1,388","1,078",191,"5,103","1,212",880,-,"1,023","2,589",935,"1,166",588,449,45
Rotterdam,993,"1,452","2,809","1,700",300,433,"4,391",730,331,849,"3,720","1,585",942,-,"3,139","3,131","1,415","4,004",363,873
Shanghai,"2,755",707,"2,642","2,937",762,951,"3,235","1,936",765,"5,849","3,522","2,221","2,477","3,429",-,"2,282","3,613","1,561","1,727",987
Shenzhen,"3,232",615,"2,945","3,157",824,"1,088","4,604","2,160",865,"2,933","3,769","2,529",766,"4,242","1,796",-,"3,903","1,401",650,265
Singapore,"1,480",511,"2,920","1,659",902,"2,125","4,586","1,017",947,"2,754","1,502","1,405","1,332","2,435","4,843","4,896",-,"1,265",379,"1,442"
Tanger Med,516,935,"1,603","1,479",209,306,"2,486",321,217,357,"1,015","1,208",469,"2,063","1,665","1,565","1,016",-,212,437
Tianjin,903,182,785,750,138,205,"1,291",569,154,"2,016",896,578,979,"1,112","2,064",643,"1,087",407,-,43
Xiamen,"1,874",239,"1,289","1,277",228,283,"2,056","1,249",254,"1,579","1,552",971,450,"1,612","1,148","4,433","1,556",601,43,-
