PeriodIndex,StartDay,EndDay,AverageTransportTime
1,1,5,20.26
2,6,10,20.57
3,11,15,20.52
4,16,20,20.38
5,21,25,19.67
6,26,30,19.99
7,31,35,19.97
8,36,40,20.48
9,41,45,21.05
10,46,50,20.95
11,51,55,20.24
12,56,60,19.90
13,61,65,20.04
14,66,70,20.85
15,71,75,20.64
16,76,80,20.93
17,81,85,20.83
18,86,90,20.24
19,91,95,20.38
20,96,100,20.99
21,101,105,21.89
22,106,110,21.93
23,111,115,22.09
24,116,120,22.02
25,121,125,21.69
26,126,130,21.92
27,131,135,22.23
28,136,140,22.22
29,141,145,23.59
30,146,150,23.37
31,151,155,22.27
32,156,160,22.23
33,161,165,22.90
34,166,170,23.58
35,171,175,23.81
36,176,180,24.72
37,181,185,22.48
38,186,190,22.35
39,191,195,22.92
40,196,200,23.81
41,201,205,22.16
42,206,210,22.47
43,211,215,23.37
44,216,220,21.63
45,221,225,21.81
46,226,230,21.75
47,231,235,22.39
48,236,240,22.32
49,241,245,23.33
50,246,250,21.42
51,251,255,21.54
52,256,260,20.69
53,261,265,21.38
54,266,270,20.64
55,271,275,21.85
56,276,280,22.48
57,281,285,20.87
58,286,290,21.39
59,291,295,22.29
60,296,300,22.95
61,301,305,22.72
62,306,310,23.00
63,311,315,20.87
64,316,320,21.63
65,321,325,22.72
66,326,330,22.50
67,331,335,22.36
68,336,340,21.97
69,341,345,22.44
70,346,350,21.88
71,351,355,21.86
72,356,360,21.71
,,OverallMean,21.77
,,PeriodStdDev,1.11
