Origin \ Destination,Busan,Cartagena,Colombo,Hamburg,Ho Chi Minh City,Jakarta,Jebel Ali,Kaohsiung,Laem Chabang,Los Angeles,New Jersey,Piraeus,Qingdao,Rotterdam,Shanghai,Shenzhen,Singapore,Tanger Med,Tianjin,Xiamen
Busan,-,49,91,194,16,22,229,79,18,559,304,170,13,271,44,36,93,97,5,18
Cartagena,32,-,60,40,13,18,60,19,13,97,33,44,42,55,111,99,57,33,23,25
Colombo,66,53,-,137,14,18,63,39,20,89,99,93,55,198,83,99,30,101,17,42
Hamburg,90,39,167,-,22,29,223,64,22,125,70,29,83,8,248,293,99,24,42,77
Ho Chi Minh City,14,16,24,45,-,8,49,9,2,74,32,29,17,67,40,44,15,30,9,12
Jakarta,22,22,27,52,4,-,56,12,5,109,45,54,19,97,56,61,6,34,12,16
Jebel Ali,72,38,64,128,17,25,-,46,18,160,91,80,53,191,74,86,53,138,17,44
Kaohsiung,18,29,25,81,10,12,55,-,11,310,95,59,12,103,28,19,26,41,9,8
Laem Chabang,15,17,21,42,4,7,49,9,-,85,32,40,18,60,37,42,10,29,10,11
Los Angeles,278,134,109,124,33,42,166,139,34,-,441,107,219,199,432,286,115,71,100,142
New Jersey,96,49,143,145,18,21,128,70,16,459,-,65,94,120,250,233,72,21,35,77
Piraeus,104,64,138,33,22,26,133,63,19,115,75,-,91,37,277,253,96,20,36,79
Qingdao,22,41,42,109,9,13,76,38,10,517,151,105,-,133,9,8,38,71,10,0
Rotterdam,134,103,247,5,33,46,321,90,36,185,155,25,134,-,350,351,137,29,49,107
Shanghai,13,90,107,342,22,26,116,19,28,479,296,187,19,470,-,15,57,168,62,4
Shenzhen,58,76,57,299,19,25,141,10,23,333,296,198,18,394,76,-,41,121,14,17
Singapore,60,58,29,140,4,9,97,35,7,330,104,97,60,200,69,94,-,97,19,44
Tanger Med,68,32,130,14,22,31,163,42,22,75,21,11,63,15,170,188,90,-,30,50
Tianjin,18,36,46,99,9,13,70,8,10,215,129,79,2,164,11,7,54,50,-,0
Xiamen,61,35,47,142,9,11,98,8,11,177,148,94,21,175,58,13,43,62,2,-
