PeriodIndex,StartDay,EndDay,AverageTransportTime
1,1,5,20.26
2,6,10,20.57
3,11,15,20.52
4,16,20,20.38
5,21,25,19.67
6,26,30,19.99
7,31,35,19.97
8,36,40,20.48
9,41,45,21.05
10,46,50,20.95
11,51,55,20.24
12,56,60,19.90
13,61,65,20.04
14,66,70,20.85
15,71,75,20.64
16,76,80,20.93
17,81,85,20.83
18,86,90,20.24
19,91,95,20.37
20,96,100,20.98
21,101,105,21.85
22,106,110,21.91
23,111,115,22.14
24,116,120,22.04
25,121,125,22.06
26,126,130,22.32
27,131,135,22.65
28,136,140,22.32
29,141,145,23.22
30,146,150,23.24
31,151,155,22.28
32,156,160,22.39
33,161,165,22.76
34,166,170,23.90
35,171,175,24.23
36,176,180,25.21
37,181,185,23.09
38,186,190,22.88
39,191,195,22.91
40,196,200,23.83
41,201,205,22.45
42,206,210,22.56
43,211,215,23.54
44,216,220,21.30
45,221,225,21.14
46,226,230,21.67
47,231,235,21.72
48,236,240,21.80
49,241,245,22.96
50,246,250,21.79
51,251,255,21.03
52,256,260,20.10
53,261,265,20.32
54,266,270,21.15
55,271,275,22.16
56,276,280,22.05
57,281,285,20.98
58,286,290,20.94
59,291,295,21.66
60,296,300,22.41
61,301,305,22.73
62,306,310,22.76
63,311,315,21.27
64,316,320,21.76
65,321,325,22.11
66,326,330,22.86
67,331,335,22.27
68,336,340,21.87
69,341,345,22.35
70,346,350,22.66
71,351,355,21.69
72,356,360,21.56
,,OverallMean,21.75
,,PeriodStdDev,1.16
