Origin \ Destination,Busan,Cartagena,Colombo,Hamburg,Ho Chi Minh City,Jakarta,Jebel Ali,Kaohsiung,Laem Chabang,Los Angeles,New Jersey,Piraeus,Qingdao,Rotterdam,Shanghai,Shenzhen,Singapore,Tanger Med,Tianjin,Xiamen
Busan,-,6,28,26,4,6,50,140,5,117,40,25,35,36,91,48,34,14,13,28
Cartagena,4,-,11,21,2,3,11,3,2,9,61,18,5,31,18,16,10,22,3,3
Colombo,17,7,-,24,13,16,113,11,14,9,19,21,13,36,44,43,63,20,4,13
Hamburg,8,23,24,-,3,3,36,5,2,8,53,20,7,36,27,27,13,30,3,8
Ho Chi Minh City,2,1,6,4,-,5,9,1,4,6,3,3,2,6,10,9,16,3,1,2
Jakarta,3,2,9,4,3,-,12,2,4,7,4,6,2,7,14,12,12,3,2,3
Jebel Ali,15,7,108,26,11,15,-,11,11,16,22,22,10,39,26,27,52,31,3,10
Kaohsiung,32,3,6,8,2,3,9,-,2,82,9,6,12,9,22,10,8,4,11,5
Laem Chabang,2,2,6,3,2,6,10,2,-,6,3,4,2,5,10,10,15,3,1,2
Los Angeles,54,13,15,11,5,6,22,26,5,-,47,10,43,16,88,50,18,7,17,26
New Jersey,8,88,18,51,2,2,23,6,2,26,-,32,7,64,26,23,8,24,3,7
Piraeus,8,13,19,12,2,2,27,5,2,6,18,-,6,30,23,20,11,26,2,6
Qingdao,14,4,12,11,2,4,18,24,2,112,16,11,-,12,31,11,15,8,5,1
Rotterdam,13,22,35,21,4,5,54,9,4,12,82,19,12,-,42,39,18,48,5,12
Shanghai,57,11,33,36,10,12,41,39,9,133,44,28,49,43,-,28,43,19,33,12
Shenzhen,33,10,37,40,10,14,58,27,11,38,44,32,8,55,19,-,50,18,7,3
Singapore,18,8,59,22,8,17,92,13,8,39,18,19,16,30,62,60,-,17,5,17
Tanger Med,6,22,21,19,3,4,31,4,2,5,23,15,6,25,20,19,13,-,3,6
Tianjin,10,3,10,9,2,3,16,6,2,24,11,8,12,13,26,8,13,5,-,0
Xiamen,23,4,15,16,3,3,25,15,3,19,18,13,5,19,14,56,19,7,1,-
