PeriodIndex,StartDay,EndDay,AverageTransportTime
1,1,5,18.84
2,6,10,19.02
3,11,15,19.05
4,16,20,19.40
5,21,25,18.31
6,26,30,18.83
7,31,35,19.18
8,36,40,19.12
9,41,45,19.65
10,46,50,18.64
11,51,55,18.64
12,56,60,19.40
13,61,65,19.68
14,66,70,19.03
15,71,75,19.40
16,76,80,18.78
17,81,85,19.36
18,86,90,19.40
19,91,95,18.93
20,96,100,19.82
21,101,105,20.37
22,106,110,20.62
23,111,115,20.59
24,116,120,21.08
25,121,125,20.86
26,126,130,21.53
27,131,135,22.25
28,136,140,20.86
29,141,145,21.08
30,146,150,20.96
31,151,155,20.55
32,156,160,21.20
33,161,165,22.23
34,166,170,22.88
35,171,175,23.26
36,176,180,21.60
37,181,185,21.66
38,186,190,21.69
39,191,195,22.15
40,196,200,22.69
41,201,205,22.18
42,206,210,22.65
43,211,215,19.40
44,216,220,19.54
45,221,225,20.21
46,226,230,20.16
47,231,235,20.67
48,236,240,20.86
49,241,245,19.48
50,246,250,19.69
51,251,255,19.80
52,256,260,20.22
53,261,265,20.97
54,266,270,19.99
55,271,275,20.27
56,276,280,19.93
57,281,285,19.66
58,286,290,19.20
59,291,295,20.30
60,296,300,21.46
61,301,305,21.09
62,306,310,20.02
63,311,315,20.34
64,316,320,19.94
65,321,325,21.15
66,326,330,21.73
67,331,335,20.61
68,336,340,20.97
69,341,345,19.82
70,346,350,19.26
71,351,355,20.68
72,356,360,21.61
,,OverallMean,20.37
,,PeriodStdDev,1.16
