Origin \ Destination,Busan,Cartagena,Colombo,Hamburg,Ho Chi Minh City,Jakarta,Jebel Ali,Kaohsiung,Laem Chabang,Los Angeles,New Jersey,Piraeus,Qingdao,Rotterdam,Shanghai,Shenzhen,Singapore,Tanger Med,Tianjin,Xiamen
Busan,-,38,59,157,11,15,131,89,12,489,223,119,8,198,34,60,55,77,5,33
Cartagena,30,-,58,39,13,17,58,20,13,97,33,41,39,54,109,96,54,32,24,25
Colombo,62,54,-,137,13,18,65,44,17,93,100,93,50,197,83,98,30,101,20,42
Hamburg,89,40,169,-,22,29,226,59,23,127,69,28,82,8,251,258,100,23,40,77
Ho Chi Minh City,13,16,29,44,-,8,55,11,2,78,31,28,16,66,42,44,15,29,9,12
Jakarta,18,22,37,52,4,-,71,12,5,106,44,54,17,82,49,55,6,34,12,15
Jebel Ali,69,42,63,129,17,25,-,49,19,166,89,80,51,192,74,86,53,138,18,44
Kaohsiung,16,29,31,86,12,14,52,-,13,265,94,55,27,96,53,39,34,44,9,20
Laem Chabang,14,17,25,42,4,7,57,10,-,91,32,38,14,59,38,44,10,28,11,12
Los Angeles,277,130,124,114,32,40,160,139,33,-,429,99,217,171,429,288,111,70,101,142
New Jersey,95,48,143,68,18,21,110,74,16,463,-,60,92,76,251,233,72,21,38,76
Piraeus,71,47,113,18,17,19,136,46,15,90,74,-,62,38,177,165,70,20,26,53
Qingdao,35,37,39,92,9,12,71,10,9,430,136,86,-,111,8,19,35,59,20,0
Rotterdam,131,87,250,4,33,46,325,95,37,192,101,25,131,-,355,353,139,28,52,109
Shanghai,13,97,62,289,21,25,113,12,24,470,339,184,20,342,-,14,55,141,36,4
Shenzhen,41,76,55,297,19,23,136,9,22,315,298,195,25,389,65,-,39,118,11,14
Singapore,53,58,28,139,4,9,98,41,7,353,105,96,53,198,69,93,-,96,20,44
Tanger Med,67,32,133,14,23,31,164,39,22,77,22,11,61,15,172,165,92,-,29,51
Tianjin,30,29,32,84,6,9,67,17,7,204,102,58,2,125,11,14,34,43,-,0
Xiamen,26,33,42,137,8,10,92,8,10,172,146,92,15,171,43,12,37,61,1,-
