Origin \ Destination,Busan,Cartagena,Colombo,Hamburg,Ho Chi Minh City,Jakarta,Jebel Ali,Kaohsiung,Laem Chabang,Los Angeles,New Jersey,Piraeus,Qingdao,Rotterdam,Shanghai,Shenzhen,Singapore,Tanger Med,Tianjin,Xiamen
Busan,-,255,"1,366","1,325",214,333,"2,408","6,906",238,"5,598","2,020","1,220","1,804","1,689","4,450","2,385","1,702",759,"1,128","1,329"
Cartagena,184,-,544,"1,038",104,143,531,117,93,430,"2,769",790,247,"1,486",862,666,469,"1,089",135,165
Colombo,"1,292",523,-,"1,762",618,791,"5,526",856,665,635,"1,615","1,609",995,"2,588","3,540","3,478","2,992","1,544",313,"1,056"
Hamburg,637,907,"1,904",-,192,261,"2,968",436,197,566,"2,476","1,553",567,"2,819","2,262","2,224","1,033","2,489",267,603
Ho Chi Minh City,230,123,736,390,-,671,"1,124",169,536,545,346,321,248,597,"1,240","1,172","1,816",312,125,253
Jakarta,319,177,"1,052",492,445,-,"1,539",204,466,752,505,654,275,799,"1,587","1,519","1,465",374,174,307
Jebel Ali,"1,157",346,"5,223","1,923",537,740,-,787,526,"1,102","1,078","1,697",800,"2,960","2,125","2,165","2,472","2,525",246,879
Kaohsiung,"2,478",153,436,606,155,210,638,-,160,"3,593",692,464,871,683,"1,641",779,588,341,812,401
Laem Chabang,251,129,734,395,226,751,"1,200",174,-,614,362,457,246,560,"1,235","1,192","1,813",299,157,243
Los Angeles,"2,677",568,782,534,219,311,"1,060","1,213",206,-,"2,369",509,"2,070",841,"4,271","2,409",879,358,843,"1,216"
New Jersey,682,"3,519","1,613","2,526",161,191,"1,127",513,138,"2,075",-,"1,469",643,"3,024","2,334","2,001",709,"1,101",247,600
Piraeus,561,763,"1,575",967,178,209,"2,298",367,153,443,"1,453",-,500,"2,259","1,885","1,655",878,"2,217",199,490
Qingdao,"1,119",246,979,785,198,305,"1,400","1,054",182,"5,153","1,194",893,-,965,"2,607",903,"1,182",570,435,45
Rotterdam,968,"1,416","2,892","1,647",301,426,"4,382",669,333,831,"3,902","1,552",907,-,"3,153","3,089","1,459","3,884",345,859
Shanghai,"2,703",711,"2,468","2,834",712,952,"3,170","1,894",721,"5,934","3,438","2,261","2,441","3,400",-,"2,244","3,646","1,597","1,673",977
Shenzhen,"3,248",630,"2,786","3,060",780,"1,090","4,522","2,135",808,"2,974","3,780","2,577",744,"4,112","1,756",-,"3,931","1,421",651,262
Singapore,"1,443",518,"2,898","1,597",902,"2,125","4,662",966,947,"2,690","1,512","1,436","1,309","2,346","4,867","4,869",-,"1,284",359,"1,406"
Tanger Med,493,947,"1,647","1,438",213,304,"2,473",304,219,349,"1,093","1,180",457,"2,019","1,673","1,525","1,050",-,202,430
Tianjin,864,182,740,700,133,204,"1,298",561,151,"2,023",882,609,992,"1,075","2,085",619,"1,065",405,-,42
Xiamen,"1,903",248,"1,249","1,232",225,285,"2,078","1,226",242,"1,599","1,578","1,009",426,"1,547","1,135","4,377","1,571",606,42,-
