Origin \ Destination,Busan,Cartagena,Colombo,Hamburg,Ho Chi Minh City,Jakarta,Jebel Ali,Kaohsiung,Laem Chabang,Los Angeles,New Jersey,Piraeus,Qingdao,Rotterdam,Shanghai,Shenzhen,Singapore,Tanger Med,Tianjin,Xiamen
Busan,-,5,25,25,4,6,46,131,5,105,38,23,34,32,90,44,31,14,13,27
Cartagena,5,-,12,22,2,2,12,3,2,9,64,19,6,33,18,16,10,22,3,3
Colombo,17,6,-,25,13,16,112,11,14,9,21,22,13,38,45,44,63,21,4,13
Hamburg,9,23,24,-,3,4,38,5,3,7,55,21,8,37,28,28,14,31,4,8
Ho Chi Minh City,2,1,6,3,-,5,9,1,4,5,3,3,2,6,10,9,16,3,1,2
Jakarta,3,2,9,4,3,-,12,2,4,7,4,6,2,7,14,12,12,3,2,3
Jebel Ali,15,7,108,27,11,15,-,10,11,15,22,23,10,40,27,28,52,32,3,10
Kaohsiung,29,2,6,7,2,3,8,-,2,73,8,5,10,8,20,9,7,4,10,5
Laem Chabang,2,1,6,3,2,6,10,2,-,5,3,4,2,5,10,10,15,2,1,2
Los Angeles,54,11,14,11,4,6,21,24,5,-,44,10,41,15,86,47,18,7,16,24
New Jersey,8,77,19,53,2,2,24,6,2,25,-,32,7,67,27,24,9,24,3,7
Piraeus,8,10,20,13,2,2,27,5,2,6,20,-,7,31,24,21,11,28,3,6
Qingdao,14,3,12,11,2,3,18,23,2,106,15,11,-,12,32,11,15,8,5,1
Rotterdam,13,19,38,22,4,5,56,9,4,12,83,21,12,-,44,42,20,51,5,12
Shanghai,52,9,34,38,10,12,43,35,10,120,45,28,48,45,-,29,44,20,32,13
Shenzhen,41,8,40,41,11,14,61,28,10,38,46,34,10,56,19,-,52,19,8,3
Singapore,19,6,59,22,8,17,92,12,8,36,19,20,17,32,62,63,-,17,5,17
Tanger Med,7,21,21,20,3,4,32,4,3,5,24,16,6,26,20,20,13,-,2,6
Tianjin,11,3,11,9,2,3,16,6,2,25,11,7,12,13,26,8,13,5,-,0
Xiamen,24,3,16,16,3,3,25,16,3,19,19,13,5,20,14,56,20,7,1,-
