Origin \ Destination,Busan,Cartagena,Colombo,Hamburg,Ho Chi Minh City,Jakarta,Jebel Ali,Kaohsiung,Laem Chabang,Los Angeles,New Jersey,Piraeus,Qingdao,Rotterdam,Shanghai,Shenzhen,Singapore,Tanger Med,Tianjin,Xiamen
Busan,-,250,"1,383","1,277",218,334,"2,358","6,896",238,"5,674","2,069","1,191","1,828","1,639","4,507","2,418","1,701",742,"1,131","1,325"
Cartagena,184,-,549,"1,048",104,143,502,117,94,426,"2,789",787,246,"1,497",805,672,470,"1,096",136,165
Colombo,"1,281",517,-,"1,800",618,795,"5,541",872,668,652,"1,621","1,600",992,"2,652","3,538","3,543","3,006","1,543",312,"1,052"
Hamburg,634,919,"1,920",-,192,263,"2,916",444,196,572,"2,469","1,569",565,"2,818","2,262","2,265",999,"2,519",267,602
Ho Chi Minh City,225,122,736,389,-,671,"1,124",171,540,551,354,319,246,629,"1,210","1,193","1,817",305,122,253
Jakarta,319,177,"1,052",507,445,-,"1,543",216,466,770,505,654,282,857,"1,619","1,591","1,465",384,174,307
Jebel Ali,"1,153",337,"5,260","1,956",534,738,-,810,524,"1,113","1,085","1,694",800,"3,031","2,132","2,215","2,481","2,539",246,874
Kaohsiung,"2,434",144,468,592,162,219,643,-,168,"3,501",721,444,872,659,"1,653",784,590,341,814,401
Laem Chabang,246,130,734,395,226,751,"1,200",175,-,623,372,449,243,588,"1,212","1,208","1,811",294,152,243
Los Angeles,"2,688",579,754,518,247,311,"1,138","1,208",236,-,"2,247",503,"2,087",850,"4,231","2,439",886,355,843,"1,206"
New Jersey,693,"3,528","1,592","2,539",158,193,"1,060",534,136,"2,020",-,"1,461",643,"3,046","2,269","1,980",729,"1,111",249,586
Piraeus,561,768,"1,582","1,005",178,214,"2,266",374,153,458,"1,469",-,499,"2,397","1,878","1,701",853,"2,223",198,487
Qingdao,"1,137",244,"1,007",786,203,309,"1,447","1,053",196,"5,017","1,261",863,-,973,"2,608",941,"1,199",561,446,45
Rotterdam,966,"1,417","2,927","1,675",301,434,"4,316",692,333,845,"3,874","1,573",904,-,"3,151","3,208","1,423","3,941",344,856
Shanghai,"2,746",698,"2,587","2,825",758,954,"3,237","1,881",764,"5,780","3,541","2,228","2,471","3,496",-,"2,280","3,644","1,554","1,673",978
Shenzhen,"3,211",623,"2,888","3,097",814,"1,091","4,628","2,140",858,"2,849","3,797","2,572",746,"4,195","1,764",-,"3,934","1,416",655,264
Singapore,"1,441",522,"2,919","1,640",906,"2,125","4,663",983,947,"2,732","1,507","1,433","1,306","2,469","4,869","4,932",-,"1,283",359,"1,403"
Tanger Med,488,949,"1,653","1,455",212,307,"2,430",310,219,353,"1,087","1,205",456,"2,111","1,672","1,540","1,020",-,202,428
Tianjin,892,184,769,709,138,212,"1,304",553,158,"1,988",919,584,993,"1,082","2,092",655,"1,088",391,-,42
Xiamen,"1,874",251,"1,277","1,276",231,287,"2,135","1,236",254,"1,530","1,580","1,014",429,"1,592","1,142","4,388","1,576",621,42,-
