Origin \ Destination,Busan,Cartagena,Colombo,Hamburg,Ho Chi Minh City,Jakarta,Jebel Ali,Kaohsiung,Laem Chabang,Los Angeles,New Jersey,Piraeus,Qingdao,Rotterdam,Shanghai,Shenzhen,Singapore,Tanger Med,Tianjin,Xiamen
Busan,-,43,66,166,11,17,158,202,13,599,243,128,12,213,43,68,63,83,9,20
Cartagena,32,-,61,43,14,18,59,20,13,96,36,44,41,59,113,103,57,34,23,25
Colombo,64,61,-,144,14,17,64,47,17,87,113,99,53,211,104,117,30,108,20,46
Hamburg,92,59,183,-,24,31,235,63,24,126,133,33,85,8,273,280,107,25,41,83
Ho Chi Minh City,14,17,30,43,-,8,56,11,2,74,33,27,16,65,47,48,15,29,9,13
Jakarta,16,24,36,54,4,-,70,12,5,97,47,56,15,85,48,55,6,35,11,14
Jebel Ali,67,48,64,129,18,24,-,51,19,155,96,81,50,194,78,91,54,140,17,46
Kaohsiung,17,33,35,93,13,17,65,-,14,322,105,61,27,104,66,45,39,48,9,19
Laem Chabang,14,18,26,41,4,7,57,10,-,84,34,38,15,58,43,47,10,28,11,12
Los Angeles,277,149,104,114,32,40,161,141,32,-,468,97,219,170,429,282,111,70,100,145
New Jersey,113,47,189,97,23,25,114,87,19,498,-,66,109,101,326,297,92,23,44,94
Piraeus,73,55,122,18,18,20,135,48,16,91,84,-,64,38,195,182,75,21,27,58
Qingdao,27,39,41,94,9,14,76,25,9,502,140,87,-,114,9,20,37,61,16,0
Rotterdam,137,82,270,4,35,48,337,100,39,188,178,30,137,-,386,364,148,29,54,115
Shanghai,38,115,96,329,30,38,170,22,32,580,388,213,67,391,-,23,99,161,38,11
Shenzhen,40,91,65,320,22,30,186,14,24,286,363,214,26,421,74,-,52,131,10,13
Singapore,56,69,44,155,4,9,147,42,7,315,126,109,55,223,92,114,-,108,19,47
Tanger Med,67,48,137,15,23,31,168,40,23,73,41,14,60,15,177,171,94,-,28,52
Tianjin,22,31,33,86,6,10,75,17,7,209,105,59,2,127,12,16,35,44,-,0
Xiamen,28,37,43,141,9,11,108,7,10,155,160,93,16,174,52,12,40,62,1,-
