Origin \ Destination,Busan,Cartagena,Colombo,Hamburg,Ho Chi Minh City,Jakarta,Jebel Ali,Kaohsiung,Laem Chabang,Los Angeles,New Jersey,Piraeus,Qingdao,Rotterdam,Shanghai,Shenzhen,Singapore,Tanger Med,Tianjin,Xiamen
Busan,-,255,"1,457","1,348",238,328,"2,528","7,085",258,"5,608","2,090","1,266","1,844","1,724","4,569","2,449","1,720",752,"1,089","1,351"
Cartagena,183,-,559,"1,042",111,130,535,117,98,430,"2,769",741,246,"1,486",800,665,481,"1,098",135,165
Colombo,"1,322",511,-,"1,793",611,804,"5,393",873,668,636,"1,598","1,645","1,025","2,646","3,537","3,498","3,060","1,548",301,"1,088"
Hamburg,655,924,"1,876",-,191,263,"2,835",455,196,565,"2,293","1,557",590,"2,900","2,255","2,254",993,"2,447",258,623
Ho Chi Minh City,233,121,740,396,-,662,"1,096",171,544,546,339,332,261,603,"1,195","1,172","1,807",310,114,254
Jakarta,340,172,"1,063",503,447,-,"1,498",218,467,758,511,667,288,818,"1,603","1,567","1,472",385,165,316
Jebel Ali,"1,196",338,"5,410","1,950",520,736,-,819,502,"1,088","1,060","1,750",830,"3,020","2,101","2,181","2,499","2,538",238,893
Kaohsiung,"2,475",144,480,620,188,208,645,-,189,"3,584",719,458,882,679,"1,702",794,598,341,792,407
Laem Chabang,256,126,736,395,229,744,"1,171",177,-,617,358,465,249,565,"1,203","1,199","1,792",298,144,246
Los Angeles,"2,764",569,775,538,246,308,"1,131","1,253",234,-,"2,347",518,"2,134",847,"4,391","2,419",878,358,836,"1,263"
New Jersey,683,"3,511","1,597","2,391",155,178,"1,131",510,141,"2,013",-,"1,381",649,"2,908","2,231","1,908",699,"1,111",222,589
Piraeus,594,768,"1,571",990,178,218,"2,276",375,154,449,"1,415",-,511,"2,294","1,880","1,655",853,"2,223",191,503
Qingdao,"1,152",241,"1,011",800,205,301,"1,403","1,050",199,"5,116","1,229",920,-,988,"2,612",926,"1,195",581,428,45
Rotterdam,"1,000","1,410","2,874","1,735",304,436,"4,244",712,339,836,"3,718","1,563",951,-,"3,160","3,133","1,417","3,837",334,871
Shanghai,"2,813",691,"2,595","2,852",776,938,"3,240","1,910",772,"5,916","3,507","2,346","2,476","3,410",-,"2,300","3,671","1,583","1,656",994
Shenzhen,"3,249",607,"2,873","3,083",819,"1,072","4,507","2,167",855,"2,949","3,771","2,654",755,"4,178","1,836",-,"3,883","1,418",640,270
Singapore,"1,484",511,"2,887","1,612",905,"2,094","4,577",992,958,"2,773","1,503","1,500","1,335","2,377","4,903","4,896",-,"1,288",346,"1,436"
Tanger Med,521,940,"1,642","1,488",210,308,"2,442",308,217,350,"1,032","1,198",466,"2,095","1,644","1,524","1,003",-,196,434
Tianjin,908,182,782,719,140,203,"1,318",571,159,"2,017",909,627,955,"1,092","2,077",652,"1,084",411,-,43
Xiamen,"1,897",240,"1,297","1,258",234,282,"2,112","1,257",262,"1,587","1,569","1,048",435,"1,578","1,161","4,458","1,606",618,42,-
