Origin \ Destination,Busan,Cartagena,Colombo,Hamburg,Ho Chi Minh City,Jakarta,Jebel Ali,Kaohsiung,Laem Chabang,Los Angeles,New Jersey,Piraeus,Qingdao,Rotterdam,Shanghai,Shenzhen,Singapore,Tanger Med,Tianjin,Xiamen
Busan,-,4,15,14,3,3,27,76,3,59,21,12,20,19,48,26,18,7,12,14
Cartagena,6,-,16,31,3,4,16,4,3,12,85,25,7,44,25,22,14,31,4,5
Colombo,22,9,-,23,10,13,68,15,11,12,19,20,16,34,57,55,50,20,5,16
Hamburg,8,16,24,-,2,3,36,6,3,7,31,20,7,37,28,28,13,32,4,7
Ho Chi Minh City,2,1,6,3,-,5,9,2,5,6,3,3,2,6,10,10,15,3,1,2
Jakarta,3,2,9,4,4,-,13,2,4,7,4,5,3,7,13,13,13,3,2,3
Jebel Ali,16,5,70,26,7,9,-,11,7,18,14,22,10,38,28,29,32,33,3,11
Kaohsiung,32,3,6,8,2,3,9,-,2,36,9,6,11,9,22,10,8,4,11,5
Laem Chabang,2,2,6,3,2,6,10,2,-,6,3,4,2,5,10,10,15,2,1,2
Los Angeles,46,10,12,9,4,6,18,22,4,-,39,8,35,14,75,42,15,6,14,22
New Jersey,21,122,47,73,4,6,33,16,4,66,-,44,19,92,65,61,21,33,7,17
Piraeus,8,12,20,13,2,2,29,5,2,7,18,-,6,30,24,22,11,28,2,6
Qingdao,11,3,10,8,2,3,14,12,2,50,12,9,-,10,25,9,11,6,4,0
Rotterdam,13,24,34,27,4,5,53,9,4,12,48,19,13,-,41,38,20,47,5,11
Shanghai,35,11,26,33,8,11,35,17,8,61,40,24,31,39,-,24,41,17,20,13
Shenzhen,36,8,24,28,7,9,41,25,8,40,33,23,8,38,17,-,34,13,7,3
Singapore,18,7,28,16,8,18,42,13,8,41,14,14,17,24,64,62,-,14,5,18
Tanger Med,7,20,22,27,3,4,33,5,3,5,17,16,6,38,23,20,14,-,2,6
Tianjin,10,3,10,9,2,2,16,6,2,25,12,7,12,13,26,8,13,5,-,0
Xiamen,22,3,15,15,3,4,24,15,3,20,18,12,5,19,14,53,18,7,0,-
