PeriodIndex,StartDay,EndDay,AverageTransportTime
1,1,5,20.23
2,6,10,20.52
3,11,15,19.83
4,16,20,20.19
5,21,25,19.95
6,26,30,20.51
7,31,35,20.33
8,36,40,20.74
9,41,45,20.42
10,46,50,20.69
11,51,55,19.31
12,56,60,19.30
13,61,65,19.72
14,66,70,20.45
15,71,75,20.48
16,76,80,21.13
17,81,85,20.74
18,86,90,20.04
19,91,95,20.01
20,96,100,20.58
21,101,105,21.12
22,106,110,21.40
23,111,115,21.66
24,116,120,21.52
25,121,125,21.66
26,126,130,21.64
27,131,135,22.20
28,136,140,21.92
29,141,145,22.32
30,146,150,22.04
31,151,155,22.10
32,156,160,22.30
33,161,165,21.88
34,166,170,22.53
35,171,175,23.79
36,176,180,24.35
37,181,185,22.13
38,186,190,22.18
39,191,195,21.65
40,196,200,22.36
41,201,205,21.63
42,206,210,22.80
43,211,215,22.52
44,216,220,21.70
45,221,225,21.65
46,226,230,22.40
47,231,235,22.30
48,236,240,21.98
49,241,245,22.89
50,246,250,22.19
51,251,255,22.68
52,256,260,21.72
53,261,265,20.34
54,266,270,21.10
55,271,275,22.23
56,276,280,22.31
57,281,285,22.20
58,286,290,22.11
59,291,295,22.35
60,296,300,21.94
61,301,305,22.78
62,306,310,23.43
63,311,315,21.83
64,316,320,22.08
65,321,325,22.37
66,326,330,22.28
67,331,335,21.48
68,336,340,22.04
69,341,345,22.68
70,346,350,22.12
71,351,355,21.75
72,356,360,22.38
,,OverallMean,21.61
,,PeriodStdDev,1.04
