Origin \ Destination,Busan,Cartagena,Colombo,Hamburg,Ho Chi Minh City,Jakarta,Jebel Ali,Kaohsiung,Laem Chabang,Los Angeles,New Jersey,Piraeus,Qingdao,Rotterdam,Shanghai,Shenzhen,Singapore,Tanger Med,Tianjin,Xiamen
Busan,-,37,61,162,11,15,138,87,12,484,213,123,8,205,33,60,57,79,5,31
Cartagena,32,-,60,39,13,17,59,20,13,96,33,41,42,54,111,98,56,32,24,25
Colombo,60,54,-,138,14,18,64,43,17,91,100,93,50,199,85,101,31,101,18,43
Hamburg,86,39,168,-,22,29,224,59,22,126,69,28,81,8,251,258,99,24,39,77
Ho Chi Minh City,13,16,23,44,-,8,47,10,2,78,32,28,16,66,44,45,15,29,9,13
Jakarta,18,23,27,52,4,-,58,11,5,101,47,54,16,83,52,57,6,34,12,15
Jebel Ali,67,44,63,128,18,25,-,48,19,164,92,80,50,191,75,87,54,138,18,45
Kaohsiung,17,28,32,89,12,15,53,-,13,267,89,57,26,98,52,39,34,45,9,19
Laem Chabang,14,17,21,42,4,7,48,10,-,90,33,39,14,60,39,45,10,28,10,12
Los Angeles,278,137,106,114,32,41,162,140,33,-,450,98,219,170,430,286,112,69,100,142
New Jersey,94,47,143,68,18,21,113,73,16,460,-,62,91,77,252,233,72,21,38,77
Piraeus,69,47,111,18,17,18,134,45,15,89,75,-,60,38,177,165,70,20,25,54
Qingdao,33,37,40,94,8,13,73,10,9,428,131,87,-,113,8,21,37,60,19,0
Rotterdam,130,57,248,5,33,46,321,93,37,188,102,25,128,-,355,353,138,29,50,109
Shanghai,13,89,62,290,21,25,114,11,23,471,297,185,19,343,-,15,55,141,32,4
Shenzhen,43,76,55,296,19,23,138,9,21,310,296,195,26,392,62,-,39,119,11,13
Singapore,53,59,28,140,4,9,96,39,7,343,105,96,52,199,71,95,-,96,18,45
Tanger Med,65,32,131,14,22,31,162,39,22,75,21,11,60,15,172,165,91,-,28,52
Tianjin,27,28,33,86,6,9,69,16,7,201,97,59,2,126,10,16,35,43,-,0
Xiamen,28,35,42,139,9,10,94,8,10,168,155,92,15,172,42,12,38,61,1,-
