Origin \ Destination,Busan,Cartagena,Colombo,Hamburg,Ho Chi Minh City,Jakarta,Jebel Ali,Kaohsiung,Laem Chabang,Los Angeles,New Jersey,Piraeus,Qingdao,Rotterdam,Shanghai,Shenzhen,Singapore,Tanger Med,Tianjin,Xiamen
Busan,-,6,24,23,4,6,43,125,5,106,36,21,32,31,81,42,30,12,13,26
Cartagena,5,-,13,23,2,3,12,3,2,10,70,20,6,37,20,17,11,24,3,4
Colombo,17,9,-,25,8,10,72,12,8,10,24,22,13,36,45,46,39,21,4,14
Hamburg,9,25,25,-,3,4,39,6,3,8,60,22,8,39,30,29,14,34,3,8
Ho Chi Minh City,2,1,6,3,-,5,9,1,4,6,3,3,2,6,10,9,15,3,1,2
Jakarta,3,2,9,4,4,-,13,2,4,7,4,5,2,7,14,12,12,3,1,3
Jebel Ali,14,6,68,29,6,10,-,10,6,16,13,24,11,43,28,27,33,34,3,11
Kaohsiung,32,3,6,8,2,3,9,-,3,76,10,6,12,9,23,11,8,4,11,5
Laem Chabang,2,2,6,3,2,6,10,2,-,6,3,4,2,5,10,10,15,3,1,2
Los Angeles,49,13,13,10,4,6,21,24,4,-,42,9,39,15,80,46,17,6,15,24
New Jersey,10,98,25,57,2,2,26,8,2,35,-,35,10,72,33,30,11,26,4,8
Piraeus,9,14,21,14,2,3,29,6,2,7,20,-,7,31,25,23,11,29,3,6
Qingdao,21,4,12,10,3,3,18,22,2,100,15,11,-,12,32,11,15,8,8,1
Rotterdam,14,36,40,22,5,5,59,10,4,13,91,21,14,-,46,43,19,53,5,11
Shanghai,50,13,33,40,10,12,42,36,10,117,55,30,45,45,-,30,48,21,31,13
Shenzhen,33,11,40,43,11,15,62,28,11,38,56,36,8,58,19,-,54,20,7,3
Singapore,19,9,39,22,8,17,61,13,8,40,24,19,17,33,64,62,-,18,5,18
Tanger Med,8,24,23,20,3,4,33,4,3,5,27,17,7,28,23,22,14,-,3,6
Tianjin,11,3,10,9,2,3,16,6,2,24,11,7,12,13,26,8,13,5,-,0
Xiamen,24,4,15,16,3,3,25,15,3,19,19,13,5,20,14,55,19,7,1,-
