PeriodIndex,StartDay,EndDay,AverageTransportTime
1,1,5,19.02
2,6,10,19.49
3,11,15,19.04
4,16,20,19.01
5,21,25,18.40
6,26,30,18.85
7,31,35,19.38
8,36,40,19.45
9,41,45,19.68
10,46,50,19.02
11,51,55,18.48
12,56,60,19.31
13,61,65,19.39
14,66,70,19.49
15,71,75,19.29
16,76,80,19.23
17,81,85,19.42
18,86,90,19.48
19,91,95,19.30
20,96,100,20.29
21,101,105,20.37
22,106,110,20.77
23,111,115,21.15
24,116,120,21.06
25,121,125,21.27
26,126,130,21.58
27,131,135,20.33
28,136,140,20.92
29,141,145,21.55
30,146,150,20.61
31,151,155,20.80
32,156,160,20.92
33,161,165,22.00
34,166,170,22.56
35,171,175,22.82
36,176,180,21.67
37,181,185,21.58
38,186,190,22.21
39,191,195,22.58
40,196,200,22.94
41,201,205,22.49
42,206,210,22.28
43,211,215,21.80
44,216,220,20.22
45,221,225,19.41
46,226,230,19.57
47,231,235,20.35
48,236,240,20.40
49,241,245,19.28
50,246,250,19.61
51,251,255,19.16
52,256,260,19.88
53,261,265,20.98
54,266,270,20.31
55,271,275,20.56
56,276,280,20.00
57,281,285,19.70
58,286,290,19.42
59,291,295,20.14
60,296,300,20.78
61,301,305,21.27
62,306,310,20.53
63,311,315,20.51
64,316,320,20.32
65,321,325,20.40
66,326,330,21.16
67,331,335,20.75
68,336,340,21.63
69,341,345,22.00
70,346,350,19.33
71,351,355,19.89
72,356,360,20.76
,,OverallMean,20.41
,,PeriodStdDev,1.13
