Origin \ Destination,Busan,Cartagena,Colombo,Hamburg,Ho Chi Minh City,Jakarta,Jebel Ali,Kaohsiung,Laem Chabang,Los Angeles,New Jersey,Piraeus,Qingdao,Rotterdam,Shanghai,Shenzhen,Singapore,Tanger Med,Tianjin,Xiamen
Busan,-,38,103,253,12,19,157,219,14,588,226,158,13,261,47,78,69,112,6,18
Cartagena,31,-,60,39,13,18,57,19,13,93,33,39,40,54,111,98,56,32,23,25
Colombo,56,53,-,139,14,17,64,44,17,84,99,94,47,200,83,99,30,102,18,40
Hamburg,86,62,169,-,22,29,227,59,23,122,125,29,79,8,250,305,99,24,39,76
Ho Chi Minh City,13,16,28,45,-,8,55,11,2,75,33,28,16,67,46,49,16,30,9,13
Jakarta,17,23,36,71,4,-,68,13,5,102,46,57,16,87,53,59,6,41,12,14
Jebel Ali,62,43,62,130,18,24,-,48,19,153,88,80,47,193,74,86,53,139,17,42
Kaohsiung,19,33,43,115,16,20,55,-,16,308,117,68,27,114,54,40,48,60,10,19
Laem Chabang,14,17,25,42,4,8,56,11,-,85,33,39,14,60,43,49,11,29,10,12
Los Angeles,278,148,109,133,33,43,167,139,33,-,472,110,219,173,430,297,116,78,99,146
New Jersey,93,49,143,142,18,21,110,72,16,448,-,56,90,123,252,234,72,21,36,77
Piraeus,112,55,147,33,28,33,136,74,24,123,85,-,98,39,320,289,125,21,41,87
Qingdao,29,38,46,116,9,16,111,29,9,516,144,112,-,140,10,24,42,76,17,0
Rotterdam,127,92,250,5,33,46,327,94,37,180,189,25,126,-,354,353,138,29,51,106
Shanghai,13,101,108,343,31,46,173,21,33,628,357,225,19,407,-,16,118,169,32,5
Shenzhen,42,86,57,301,16,28,141,8,20,296,356,197,25,396,65,-,41,121,11,13
Singapore,91,74,132,191,4,11,261,67,7,389,149,140,86,276,208,231,-,137,28,81
Tanger Med,64,32,132,14,22,31,165,39,22,72,22,11,59,15,171,197,91,-,28,50
Tianjin,25,27,53,131,6,11,76,16,8,201,96,74,3,156,12,18,40,60,-,0
Xiamen,56,34,48,147,9,13,103,7,10,161,151,96,22,178,62,13,45,64,1,-
