Origin \ Destination,Busan,Cartagena,Colombo,Hamburg,Ho Chi Minh City,Jakarta,Jebel Ali,Kaohsiung,Laem Chabang,Los Angeles,New Jersey,Piraeus,Qingdao,Rotterdam,Shanghai,Shenzhen,Singapore,Tanger Med,Tianjin,Xiamen
Busan,-,35,63,160,11,16,137,88,13,509,207,122,9,203,36,63,58,79,5,33
Cartagena,33,-,62,39,14,18,58,20,14,97,33,40,42,55,114,101,58,32,25,26
Colombo,62,51,-,137,14,17,65,46,17,93,100,93,51,197,82,97,30,100,20,42
Hamburg,88,40,169,-,22,29,225,60,22,127,70,29,82,8,250,257,100,23,40,77
Ho Chi Minh City,14,16,27,43,-,8,54,11,2,80,32,28,16,65,42,44,15,29,9,13
Jakarta,17,22,36,52,4,-,70,12,5,106,46,54,16,82,49,53,6,34,12,14
Jebel Ali,67,42,64,129,18,24,-,50,19,168,91,80,50,192,73,85,53,138,18,44
Kaohsiung,18,27,33,89,13,16,55,-,13,310,90,57,28,99,57,41,35,46,9,20
Laem Chabang,15,17,25,41,4,7,56,11,-,93,32,38,15,58,38,43,10,28,11,12
Los Angeles,277,132,103,111,31,40,158,141,32,-,438,96,218,166,428,279,109,68,101,141
New Jersey,98,48,145,69,18,21,110,73,16,452,-,59,94,78,254,236,73,21,39,76
Piraeus,70,49,112,18,17,19,135,46,15,90,72,-,62,38,176,164,70,20,26,53
Qingdao,34,35,39,92,9,12,70,10,8,439,125,86,-,112,8,19,34,59,21,0
Rotterdam,129,58,250,5,33,46,325,97,37,191,102,25,130,-,354,352,138,29,52,108
Shanghai,14,89,62,289,21,25,112,13,24,479,296,184,21,342,-,14,55,140,36,4
Shenzhen,33,74,55,297,19,23,137,9,22,308,296,195,25,390,67,-,39,118,9,14
Singapore,54,57,28,139,4,9,97,43,7,353,105,96,54,198,68,92,-,96,20,44
Tanger Med,67,32,132,14,22,31,164,40,22,78,21,11,60,15,171,165,91,-,29,51
Tianjin,29,27,31,85,6,9,67,18,7,220,93,58,2,124,11,14,33,43,-,0
Xiamen,23,34,42,137,9,10,90,8,10,167,150,92,16,170,46,12,37,60,1,-
