PeriodIndex,StartDay,EndDay,AverageTransportTime
1,1,5,19.36
2,6,10,19.60
3,11,15,20.06
4,16,20,20.09
5,21,25,19.11
6,26,30,19.55
7,31,35,20.17
8,36,40,19.47
9,41,45,20.11
10,46,50,19.75
11,51,55,19.15
12,56,60,20.00
13,61,65,20.17
14,66,70,19.71
15,71,75,19.91
16,76,80,20.33
17,81,85,20.33
18,86,90,20.13
19,91,95,20.04
20,96,100,20.66
21,101,105,21.26
22,106,110,21.28
23,111,115,21.92
24,116,120,22.39
25,121,125,23.33
26,126,130,23.90
27,131,135,24.46
28,136,140,22.64
29,141,145,22.69
30,146,150,23.07
31,151,155,22.51
32,156,160,22.77
33,161,165,23.97
34,166,170,24.29
35,171,175,24.69
36,176,180,25.43
37,181,185,23.97
38,186,190,23.74
39,191,195,24.13
40,196,200,24.71
41,201,205,23.95
42,206,210,24.92
43,211,215,23.93
44,216,220,21.68
45,221,225,22.47
46,226,230,21.51
47,231,235,22.19
48,236,240,22.67
49,241,245,22.50
50,246,250,19.80
51,251,255,20.85
52,256,260,21.46
53,261,265,22.42
54,266,270,21.29
55,271,275,21.17
56,276,280,21.22
57,281,285,20.78
58,286,290,20.95
59,291,295,21.67
60,296,300,22.48
61,301,305,22.77
62,306,310,22.60
63,311,315,21.37
64,316,320,21.55
65,321,325,22.32
66,326,330,22.29
67,331,335,23.40
68,336,340,21.54
69,341,345,21.38
70,346,350,20.65
71,351,355,21.12
72,356,360,21.82
,,OverallMean,21.77
,,PeriodStdDev,1.62
