Origin \ Destination,Busan,Cartagena,Colombo,Hamburg,Ho Chi Minh City,Jakarta,Jebel Ali,Kaohsiung,Laem Chabang,Los Angeles,New Jersey,Piraeus,Qingdao,Rotterdam,Shanghai,Shenzhen,Singapore,Tanger Med,Tianjin,Xiamen
Busan,-,250,"1,387","1,277",219,301,"2,369","6,850",239,"5,676","2,043","1,197","1,824","1,639","4,486","2,413","1,547",746,"1,129","1,323"
Cartagena,183,-,547,"1,040",108,138,521,117,97,425,"2,783",786,246,"1,494",841,709,470,"1,094",135,170
Colombo,"1,300",517,-,"1,868",618,794,"5,541",866,667,651,"1,556","1,600","1,005","2,740","3,558","3,557","3,000","1,535",317,"1,031"
Hamburg,641,914,"1,907",-,192,274,"2,900",439,197,571,"2,462","1,569",572,"2,816","2,272","2,274","1,027","2,519",273,589
Ho Chi Minh City,233,119,736,389,-,671,"1,124",170,539,551,342,319,257,629,"1,210","1,192","1,816",305,127,248
Jakarta,319,177,"1,052",507,443,-,"1,540",207,466,753,492,654,282,857,"1,617","1,591","1,465",384,180,298
Jebel Ali,"1,174",336,"5,242","2,018",534,736,-,802,524,"1,113","1,044","1,694",815,"3,133","2,150","2,234","2,473","2,538",251,860
Kaohsiung,"2,428",143,426,592,162,207,643,-,168,"3,518",701,444,871,707,"1,646",781,529,340,812,401
Laem Chabang,254,125,733,395,226,751,"1,197",175,-,623,358,449,249,588,"1,211","1,208","1,809",294,162,240
Los Angeles,"2,684",574,799,520,247,309,"1,137","1,205",234,-,"2,261",506,"2,075",848,"4,228","2,435",876,358,843,"1,204"
New Jersey,693,"3,525","1,586","2,529",162,185,"1,107",525,138,"2,032",-,"1,457",645,"3,043","2,308","2,005",721,"1,108",249,600
Piraeus,573,736,"1,569","1,008",181,215,"2,245",370,154,458,"1,469",-,505,"2,396","1,897","1,722",872,"2,214",201,477
Qingdao,"1,122",243,982,785,201,300,"1,399","1,051",190,"5,046","1,196",863,-,996,"2,660",939,"1,154",561,436,45
Rotterdam,979,"1,401","2,878","1,741",305,446,"4,278",678,334,841,"3,871","1,573",914,-,"3,193","3,235","1,456","3,939",352,823
Shanghai,"2,732",708,"2,515","2,844",750,931,"3,212","1,873",757,"5,814","3,407","2,226","2,463","3,493",-,"2,293","3,542","1,553","1,667",978
Shenzhen,"3,200",623,"2,838","3,093",808,"1,074","4,590","2,138",845,"2,910","3,642","2,571",746,"4,339","1,760",-,"3,802","1,416",648,263
Singapore,"1,471",517,"2,911","1,638",905,"2,125","4,658",979,947,"2,728","1,460","1,431","1,320","2,468","4,895","4,974",-,"1,282",365,"1,375"
Tanger Med,501,949,"1,649","1,510",215,314,"2,393",307,221,351,"1,085","1,205",463,"2,110","1,686","1,556","1,040",-,206,417
Tianjin,868,184,740,708,136,202,"1,300",551,153,"1,988",883,583,992,"1,099","2,137",652,"1,041",389,-,42
Xiamen,"1,870",251,"1,252","1,273",229,278,"2,083","1,234",248,"1,565","1,544","1,010",428,"1,662","1,137","4,373","1,549",618,42,-
