Origin \ Destination,Busan,Cartagena,Colombo,Hamburg,Ho Chi Minh City,Jakarta,Jebel Ali,Kaohsiung,Laem Chabang,Los Angeles,New Jersey,Piraeus,Qingdao,Rotterdam,Shanghai,Shenzhen,Singapore,Tanger Med,Tianjin,Xiamen
Busan,-,40,95,192,12,16,142,104,14,693,252,124,9,279,37,70,63,96,5,32
Cartagena,33,-,63,39,14,18,63,21,14,101,33,41,43,55,116,102,59,32,25,26
Colombo,68,51,-,138,14,18,66,53,17,98,100,92,55,198,84,100,30,101,21,42
Hamburg,90,40,167,-,22,29,224,61,23,130,69,28,83,8,249,257,99,23,42,77
Ho Chi Minh City,14,16,28,44,-,8,54,12,2,85,32,28,17,66,43,44,15,29,10,12
Jakarta,20,22,35,52,4,-,69,14,5,111,45,54,22,83,51,57,6,34,14,15
Jebel Ali,73,42,63,129,18,25,-,54,19,178,92,80,54,192,74,86,53,138,19,44
Kaohsiung,18,30,36,106,15,16,72,-,15,310,105,69,32,117,63,47,39,55,9,22
Laem Chabang,15,17,25,41,4,7,56,11,-,99,33,39,15,59,39,44,10,28,11,11
Los Angeles,279,133,122,124,33,40,160,142,33,-,440,97,220,185,431,285,111,70,101,142
New Jersey,98,50,143,69,18,21,119,76,16,479,-,59,95,78,252,233,72,21,39,77
Piraeus,72,49,111,32,17,19,134,48,15,93,72,-,64,38,176,192,69,20,26,53
Qingdao,36,37,41,111,10,13,74,11,9,458,145,105,-,135,8,22,38,73,21,0
Rotterdam,134,86,247,5,33,46,323,98,37,196,101,25,133,-,353,406,137,28,53,107
Shanghai,15,98,114,347,22,26,114,15,26,512,358,230,21,412,-,15,57,172,35,4
Shenzhen,33,74,56,299,20,25,139,9,23,333,298,197,28,393,72,-,41,120,9,15
Singapore,61,56,29,140,4,9,98,48,7,376,105,96,61,199,71,96,-,96,22,44
Tanger Med,68,32,132,14,22,31,163,40,22,78,21,11,63,15,171,165,91,-,29,52
Tianjin,30,29,35,101,6,10,96,20,8,234,109,72,2,149,11,16,36,52,-,0
Xiamen,23,33,45,141,9,11,97,8,11,180,151,94,18,176,50,12,42,62,1,-
